# alpha=1. message count, goldenfork, pizzasmile, veggieparadise
 87200 3.54 7.87 8.93
 87300 3.61 7.97 8.57
 87400 3.91 7.85 9.10
 87500 3.16 7.57 9.62
 87600 3.97 8.20 9.14
 87700 4.19 8.20 9.09
 87800 3.61 8.25 9.15
 87900 3.47 8.05 9.41
 88000 3.09 8.21 9.10
 88100 3.27 8.29 9.28
 88200 3.50 8.39 9.08
 88300 3.38 8.34 9.09
 88400 2.43 8.17 9.20
 88500 3.68 8.69 9.19
 88600 3.27 8.25 8.78
 88700 2.86 7.64 9.07
 88800 2.93 8.65 9.01
 88900 3.18 8.27 8.92
 89000 3.27 8.42 8.95
 89100 2.96 8.23 9.20
 89200 2.92 8.49 9.11
 89300 2.98 8.42 8.99
 89400 2.99 8.70 8.84
 89500 3.99 7.88 8.80
 89600 2.78 8.86 9.25
 89700 4.05 8.58 9.27
 89800 2.25 8.38 9.21
 89900 2.60 8.95 9.07
 90000 3.08 8.53 9.02
 90100 2.78 8.65 9.25
 90200 2.15 8.17 8.73
 90300 2.46 9.15 9.16
 90400 2.40 8.84 9.15
 90500 2.56 8.67 9.21
 90600 2.24 9.08 9.59
 90700 2.23 8.06 9.01
 90800 2.03 8.63 9.00
 90900 2.40 8.75 8.98
 91000 2.10 8.98 8.52
 91100 2.35 8.78 8.02
 91200 2.37 8.16 9.28
 91300 2.09 8.91 9.20
 91400 1.84 8.65 8.47
 91500 2.53 8.98 9.15
 91600 2.47 8.84 9.16
 91700 1.71 9.12 9.17
 91800 1.94 9.20 9.30
 91900 1.82 9.05 9.27
 92000 2.04 9.20 9.46
 92100 2.00 8.97 9.46
 92200 1.53 9.06 8.83
 92300 1.56 8.89 8.62
 92400 1.65 8.89 9.06
 92500 1.74 9.25 8.84
 92600 1.43 9.10 8.94
 92700 1.78 9.48 8.74
 92800 1.80 8.92 8.75
 92900 1.71 9.21 9.25
 93000 1.44 8.60 9.04
 93100 2.26 9.19 9.22
 93200 1.60 9.46 8.87
 93300 1.89 8.56 8.78
 93400 1.79 8.89 9.17
 93500 1.11 9.08 9.45
 93600 1.78 9.43 8.99
 93700 1.21 9.46 8.60
 93800 1.71 9.32 9.23
 93900 1.59 9.69 9.36
 94000 1.17 9.36 9.22
 94100 1.62 7.99 8.78
 94200 1.90 9.39 9.38
 94300 1.52 9.25 8.98
 94400 1.74 9.34 8.84
 94500 1.42 9.46 9.19
 94600 1.30 9.36 8.94
 94700 2.06 8.88 8.34
 94800 1.42 7.85 8.74
 94900 1.44 9.34 8.80
 95000 1.56 9.35 8.91
 95100 1.20 9.42 9.20
 95200 1.87 9.10 9.30
 95300 1.52 9.40 9.08
 95400 1.24 9.38 9.16
 95500 1.34 8.90 9.11
 95600 1.34 8.93 8.38
 95700 1.07 9.15 9.32
 95800 0.99 8.89 9.24
 95900 1.34 9.07 8.61
 96000 0.99 8.70 9.46
 96100 0.94 9.01 9.07
 96200 1.03 9.04 8.76
 96300 0.90 9.18 9.19
 96400 1.43 9.13 8.99
 96500 1.23 9.11 8.92
 96600 0.87 8.98 8.98
 96700 0.99 9.14 9.40
 96800 1.23 8.81 8.93
 96900 0.79 8.93 8.72
 97000 1.26 9.12 8.36
 97100 1.16 8.81 9.05
 97200 0.98 8.75 9.12
 97300 1.48 8.71 8.86
 97400 1.01 8.77 9.21
 97500 0.69 8.63 8.27
 97600 1.04 9.21 7.86
 97700 0.63 8.82 9.15
 97800 1.31 8.45 8.97
 97900 0.76 9.04 9.28
 98000 0.59 8.12 9.02
 98100 0.94 8.79 8.98
 98200 1.67 8.32 8.82
 98300 1.93 8.82 8.80
 98400 1.62 8.60 9.00
 98500 0.49 8.25 8.65
 98600 0.79 8.99 8.54
 98700 0.84 8.13 8.87
 98800 0.75 8.36 8.86
 98900 1.15 8.68 9.11
 99000 0.89 8.07 9.00
 99100 1.49 8.24 8.97
 99200 0.74 8.40 8.77
 99300 0.40 7.80 8.96
 99400 1.06 8.07 8.76
 99500 1.05 8.63 8.65
 99600 0.62 8.62 7.92
 99700 0.57 7.89 8.49
 99800 0.79 7.69 8.76
 99900 0.56 8.58 8.79
100000 0.61 8.33 8.39
